mode,epoch,episode,step,reward,terminal,sleepy,bored,hungry,quest
0,1,17,20,-0.1,False,0,0,1,2
0,1,18,20,-0.1,False,0,0,1,2
0,1,19,20,-0.1,False,0,0,1,2
0,1,20,20,-0.1,False,1,0,0,0
0,1,21,18,-1,True,1,0,0,0
0,1,22,20,-0.1,False,1,0,0,0
0,1,23,20,-0.1,False,0,1,0,1
0,1,24,20,-0.1,False,0,0,1,2
0,1,25,20,-0.1,False,0,1,0,1
0,1,26,2,1,True,0,0,1,2
0,1,27,2,1,True,1,0,0,0
0,1,28,20,-0.1,False,0,0,1,2
0,1,29,20,-0.1,False,0,1,0,1
0,1,30,20,-0.1,False,0,0,1,2
0,1,31,20,-0.1,False,1,0,0,0
0,1,32,20,-0.1,False,0,0,1,2
0,1,33,20,-0.1,False,0,1,0,1
0,1,34,20,-0.1,False,0,0,1,2
0,1,35,20,-0.1,False,1,0,0,0
0,1,36,20,-0.1,False,0,0,1,2
0,1,37,5,-1,True,0,0,1,2
0,1,38,20,-1,True,0,0,1,2
0,1,39,20,-0.1,False,0,1,0,1
0,1,40,20,-0.1,False,0,0,1,2
0,1,41,20,-0.1,False,1,0,0,0
0,1,42,20,-0.01,False,0,1,0,1
0,1,43,20,-0.1,False,1,0,0,0
0,1,44,20,-0.1,False,0,0,1,2
0,1,45,20,-0.1,False,0,1,0,1
0,1,46,20,-0.1,False,0,1,0,1
0,1,47,20,-0.1,False,0,1,0,1
0,1,48,20,-0.1,False,0,1,0,1
0,1,49,20,-0.1,False,0,0,1,2
0,2,0,20,-0.1,False,1,0,0,0
0,2,1,6,-1,True,0,0,1,2
0,2,2,20,-0.1,False,0,1,0,1
0,2,3,20,-0.1,False,1,0,0,0
0,2,4,20,-0.1,False,0,0,1,2
0,2,5,20,-0.1,False,1,0,0,0
0,2,6,20,-0.1,False,0,0,1,2
0,2,7,20,-0.1,False,0,0,1,2
0,2,8,20,-0.1,False,0,1,0,1
0,2,9,20,-0.1,False,1,0,0,0
0,2,10,19,-1,True,0,0,1,2
0,2,11,20,-0.1,False,1,0,0,0
0,2,12,20,-0.1,False,0,0,1,2
0,2,13,20,-0.1,False,0,0,1,2
0,2,14,20,-0.1,False,1,0,0,0
0,2,15,7,-1,True,1,0,0,0
0,2,16,16,-1,True,1,0,0,0
0,2,17,20,-0.1,False,0,0,1,2
0,2,18,20,-0.1,False,1,0,0,0
0,2,19,20,-0.1,False,1,0,0,0
0,2,20,20,-0.1,False,1,0,0,0
0,2,21,20,-0.1,False,0,0,1,2
0,2,22,20,-0.1,False,0,0,1,2
0,2,23,20,-0.1,False,0,0,1,2
0,2,24,20,-0.1,False,0,1,0,1
0,2,25,20,-0.1,False,1,0,0,0
0,2,26,20,-0.1,False,0,0,1,2
0,2,27,20,-0.01,False,0,0,1,2
0,2,28,20,-0.1,False,1,0,0,0
0,2,29,20,-0.1,False,0,0,1,2
0,2,30,20,-0.1,False,0,0,1,2
0,2,31,20,-0.1,False,0,0,1,2
0,2,32,20,-0.1,False,0,1,0,1
0,2,33,20,-0.1,False,0,1,0,1
0,2,34,20,-0.1,False,1,0,0,0
0,2,35,20,-0.1,False,1,0,0,0
0,2,36,20,-0.1,False,1,0,0,0
0,2,37,20,-0.1,False,0,0,1,2
0,2,38,20,-0.1,False,1,0,0,0
0,2,39,20,-0.1,False,0,0,1,2
0,2,40,16,1,True,0,0,1,2
0,2,41,20,-0.1,False,0,1,0,1
0,2,42,20,-0.1,False,0,0,1,2
0,2,43,16,-1,True,0,1,0,1
0,2,44,20,-0.1,False,1,0,0,0
0,2,45,20,-0.1,False,0,0,1,2
0,2,46,20,-0.1,False,1,0,0,0
0,2,47,20,-0.1,False,1,0,0,0
0,2,48,20,-0.1,False,0,0,1,2
0,2,49,20,-0.1,False,0,1,0,1
0,3,0,20,-0.1,False,0,1,0,1
0,3,1,20,-0.1,False,0,1,0,1
0,3,2,20,-0.1,False,0,0,1,2
0,3,3,10,-1,True,0,0,1,2
0,3,4,20,-0.1,False,1,0,0,0
0,3,5,20,-0.01,False,0,0,1,2
0,3,6,20,-0.1,False,0,0,1,2
0,3,7,20,-0.1,False,1,0,0,0
0,3,8,20,-0.1,False,1,0,0,0
0,3,9,20,-0.1,False,1,0,0,0
0,3,10,20,-0.1,False,0,1,0,1
0,3,11,20,-0.1,False,1,0,0,0
0,3,12,20,-0.1,False,0,1,0,1
0,3,13,20,-0.1,False,0,0,1,2
0,3,14,10,-1,True,0,0,1,2
0,3,15,20,-0.1,False,0,0,1,2
0,3,16,20,-0.1,False,0,1,0,1
0,3,17,20,-0.1,False,0,1,0,1
0,3,18,20,-0.1,False,0,0,1,2
0,3,19,20,-0.1,False,1,0,0,0
0,3,20,20,-1,True,1,0,0,0
0,3,21,20,-0.1,False,0,1,0,1
0,3,22,7,-1,True,0,0,1,2
0,3,23,20,-0.1,False,0,1,0,1
0,3,24,20,-0.1,False,0,1,0,1
0,3,25,20,-0.1,False,0,0,1,2
0,3,26,20,-0.1,False,0,1,0,1
0,3,27,20,-0.01,False,0,0,1,2
0,3,28,6,-1,True,0,0,1,2
0,3,29,20,-0.1,False,0,0,1,2
0,3,30,20,-0.1,False,0,1,0,1
0,3,31,20,-0.1,False,0,1,0,1
0,3,32,20,-0.1,False,0,1,0,1
0,3,33,20,-0.1,False,0,0,1,2
0,3,34,20,-0.1,False,0,0,1,2
0,3,35,20,-0.1,False,0,0,1,2
0,3,36,17,-1,True,0,1,0,1
0,3,37,8,-1,True,1,0,0,0
0,3,38,20,-0.1,False,0,0,1,2
0,3,39,20,-0.1,False,0,0,1,2
0,3,40,8,1,True,0,0,1,2
0,3,41,20,-0.01,False,0,1,0,1
0,3,42,20,-0.1,False,0,1,0,1
0,3,43,20,-0.1,False,1,0,0,0
0,3,44,20,-0.1,False,1,0,0,0
0,3,45,20,-0.1,False,1,0,0,0
0,3,46,20,-0.1,False,1,0,0,0
0,3,47,20,-0.1,False,0,0,1,2
0,3,48,9,-1,True,0,1,0,1
0,3,49,20,-0.1,False,0,1,0,1
0,4,0,20,-0.1,False,0,0,1,2
0,4,1,20,-0.1,False,0,0,1,2
0,4,2,20,-0.1,False,1,0,0,0
0,4,3,20,-0.1,False,1,0,0,0
0,4,4,20,-0.1,False,0,0,1,2
0,4,5,20,-0.1,False,1,0,0,0
0,4,6,20,-0.1,False,0,0,1,2
0,4,7,20,-0.01,False,1,0,0,0
0,4,8,20,-0.1,False,0,0,1,2
0,4,9,20,-0.1,False,0,0,1,2
0,4,10,20,-0.1,False,0,1,0,1
0,4,11,20,-0.1,False,0,1,0,1
0,4,12,20,-0.01,False,0,1,0,1
0,4,13,20,-0.1,False,0,1,0,1
0,4,14,20,-0.1,False,0,0,1,2
0,4,15,20,-0.1,False,0,0,1,2
0,4,16,20,-0.1,False,0,0,1,2
0,4,17,20,-0.01,False,0,0,1,2
0,4,18,20,-0.1,False,0,0,1,2
0,4,19,20,-0.1,False,0,1,0,1
0,4,20,3,1,True,0,0,1,2
0,4,21,20,-0.1,False,0,0,1,2
0,4,22,20,-0.1,False,0,1,0,1
0,4,23,20,-0.1,False,1,0,0,0
0,4,24,20,-0.1,False,0,1,0,1
0,4,25,18,-1,True,0,1,0,1
0,4,26,20,-0.1,False,1,0,0,0
0,4,27,19,-1,True,0,0,1,2
0,4,28,20,-0.1,False,1,0,0,0
0,4,29,20,-0.1,False,0,0,1,2
0,4,30,20,-0.1,False,0,1,0,1
0,4,31,20,-0.1,False,0,0,1,2
0,4,32,20,-0.1,False,0,0,1,2
0,4,33,20,-0.1,False,0,1,0,1
0,4,34,20,-0.1,False,0,1,0,1
0,4,35,20,-0.1,False,0,1,0,1
0,4,36,20,-0.1,False,0,0,1,2
0,4,37,20,-0.01,False,1,0,0,0
0,4,38,20,-0.1,False,0,0,1,2
0,4,39,20,-0.1,False,0,1,0,1
0,4,40,20,-0.1,False,1,0,0,0
0,4,41,19,1,True,1,0,0,0
0,4,42,20,-0.1,False,0,0,1,2
0,4,43,20,-0.1,False,0,1,0,1
0,4,44,20,-0.01,False,1,0,0,0
0,4,45,10,-1,True,0,0,1,2
0,4,46,20,-0.1,False,0,0,1,2
0,4,47,20,-0.1,False,0,1,0,1
0,4,48,20,-0.1,False,0,0,1,2
0,4,49,20,-0.1,False,0,0,1,2
0,5,0,20,-0.1,False,0,1,0,1
0,5,1,20,-0.1,False,1,0,0,0
0,5,2,20,-0.1,False,0,0,1,2
0,5,3,20,-0.1,False,1,0,0,0
0,5,4,20,-0.1,False,0,1,0,1
0,5,5,2,-1,True,0,1,0,1
0,5,6,20,-0.01,False,0,0,1,2
0,5,7,20,-0.1,False,0,1,0,1
0,5,8,20,-0.1,False,0,1,0,1
0,5,9,20,-0.1,False,0,1,0,1
0,5,10,20,-0.1,False,1,0,0,0
0,5,11,20,1,True,0,0,1,2
0,5,12,20,-0.1,False,1,0,0,0
0,5,13,20,-0.1,False,1,0,0,0
0,5,14,20,-0.1,False,0,1,0,1
0,5,15,20,-0.1,False,0,1,0,1
0,5,16,5,-1,True,0,1,0,1
0,5,17,20,-0.1,False,0,1,0,1
0,5,18,20,-0.1,False,1,0,0,0
0,5,19,20,-0.1,False,1,0,0,0
0,5,20,20,-0.1,False,1,0,0,0
0,5,21,20,-0.1,False,0,1,0,1
0,5,22,20,-0.1,False,1,0,0,0
0,5,23,20,-0.1,False,1,0,0,0
0,5,24,20,-0.1,False,0,1,0,1
0,5,25,12,-1,True,0,0,1,2
0,5,26,20,-0.01,False,1,0,0,0
0,5,27,20,-0.1,False,0,0,1,2
0,5,28,20,-0.1,False,1,0,0,0
0,5,29,20,-0.1,False,1,0,0,0
0,5,30,20,-0.1,False,0,0,1,2
0,5,31,20,-0.1,False,1,0,0,0
0,5,32,20,-0.1,False,1,0,0,0
0,5,33,20,-0.1,False,0,0,1,2
0,5,34,20,-0.1,False,0,1,0,1
0,5,35,20,-0.1,False,0,0,1,2
0,5,36,20,-0.1,False,0,1,0,1
0,5,37,20,-0.1,False,1,0,0,0
0,5,38,20,-0.1,False,0,0,1,2
0,5,39,20,-0.1,False,0,0,1,2
0,5,40,20,-0.1,False,0,1,0,1
0,5,41,20,-0.1,False,0,0,1,2
0,5,42,20,-0.1,False,1,0,0,0
0,5,43,20,-0.1,False,1,0,0,0
0,5,44,20,-0.1,False,0,0,1,2
0,5,45,20,-0.1,False,0,1,0,1
0,5,46,20,-0.1,False,1,0,0,0
0,5,47,5,1,True,1,0,0,0
0,5,48,20,-0.1,False,0,1,0,1
0,5,49,20,-0.1,False,0,1,0,1
0,6,0,20,-0.1,False,0,1,0,1
0,6,1,20,-0.1,False,0,1,0,1
0,6,2,20,-0.1,False,0,1,0,1
0,6,3,20,-0.1,False,0,0,1,2
0,6,4,20,-0.1,False,0,1,0,1
0,6,5,10,-1,True,0,1,0,1
0,6,6,20,-0.1,False,0,0,1,2
0,6,7,20,-0.1,False,1,0,0,0
0,6,8,20,-0.1,False,1,0,0,0
0,6,9,1,-1,True,0,1,0,1
0,6,10,20,-0.1,False,0,0,1,2
0,6,11,20,-0.1,False,0,1,0,1
0,6,12,20,-0.1,False,1,0,0,0
0,6,13,20,-0.1,False,1,0,0,0
0,6,14,20,-0.1,False,1,0,0,0
0,6,15,20,-0.1,False,1,0,0,0
0,6,16,20,-0.1,False,1,0,0,0
0,6,17,20,-0.1,False,1,0,0,0
0,6,18,6,-1,True,0,1,0,1
0,6,19,20,-0.1,False,0,0,1,2
0,6,20,20,-0.1,False,0,1,0,1
0,6,21,20,-0.1,False,0,0,1,2
0,6,22,20,-0.1,False,0,1,0,1
0,6,23,20,-0.1,False,0,0,1,2
0,6,24,20,-0.1,False,0,0,1,2
0,6,25,20,-0.1,False,0,1,0,1
0,6,26,20,-0.1,False,0,0,1,2
0,6,27,20,-1,True,1,0,0,0
0,6,28,20,-0.01,False,1,0,0,0
0,6,29,20,-0.1,False,1,0,0,0
0,6,30,17,1,True,1,0,0,0
0,6,31,8,-1,True,0,0,1,2
0,6,32,8,-1,True,0,0,1,2
0,6,33,20,-0.1,False,0,0,1,2
0,6,34,4,1,True,0,0,1,2
0,6,35,20,-0.1,False,0,1,0,1
0,6,36,20,-0.1,False,0,1,0,1
0,6,37,1,-1,True,0,1,0,1
0,6,38,20,-0.1,False,0,1,0,1
0,6,39,20,-0.1,False,0,0,1,2
0,6,40,2,1,True,1,0,0,0
0,6,41,20,-0.1,False,1,0,0,0
0,6,42,2,-1,True,1,0,0,0
0,6,43,20,-0.1,False,0,1,0,1
0,6,44,20,-0.1,False,0,0,1,2
0,6,45,20,-0.1,False,1,0,0,0
0,6,46,10,-1,True,0,0,1,2
0,6,47,20,-0.1,False,0,1,0,1
0,6,48,20,-0.1,False,0,0,1,2
0,6,49,20,-0.1,False,0,1,0,1
0,7,0,20,-0.1,False,0,0,1,2
0,7,1,20,-0.1,False,1,0,0,0
0,7,2,20,-0.1,False,0,1,0,1
0,7,3,20,-0.1,False,1,0,0,0
0,7,4,2,-1,True,0,0,1,2
0,7,5,20,-0.1,False,0,0,1,2
0,7,6,20,-0.1,False,0,1,0,1
0,7,7,20,-0.1,False,0,0,1,2
0,7,8,20,-0.1,False,1,0,0,0
0,7,9,20,-0.1,False,0,1,0,1
0,7,10,20,-0.1,False,1,0,0,0
0,7,11,4,-1,True,0,0,1,2
0,7,12,20,-0.1,False,0,1,0,1
0,7,13,20,-0.1,False,1,0,0,0
0,7,14,20,-0.1,False,1,0,0,0
0,7,15,20,-0.1,False,0,1,0,1
0,7,16,12,-1,True,0,1,0,1
0,7,17,20,-0.1,False,0,0,1,2
0,7,18,20,-0.1,False,0,1,0,1
0,7,19,20,-0.1,False,0,1,0,1
0,7,20,20,-0.1,False,0,0,1,2
0,7,21,20,-0.1,False,0,1,0,1
0,7,22,20,-0.1,False,1,0,0,0
0,7,23,20,-0.1,False,0,0,1,2
0,7,24,20,-0.1,False,0,1,0,1
0,7,25,20,-0.1,False,0,1,0,1
0,7,26,20,-0.1,False,1,0,0,0
0,7,27,20,-0.1,False,0,0,1,2
0,7,28,20,-0.1,False,1,0,0,0
0,7,29,20,-0.1,False,0,0,1,2
0,7,30,13,-1,True,0,0,1,2
0,7,31,20,-0.01,False,0,0,1,2
0,7,32,20,-0.1,False,0,0,1,2
0,7,33,20,-0.1,False,0,1,0,1
0,7,34,20,-0.1,False,1,0,0,0
0,7,35,20,-0.1,False,0,0,1,2
0,7,36,20,-0.1,False,1,0,0,0
0,7,37,19,-1,True,0,1,0,1
0,7,38,20,-0.1,False,1,0,0,0
0,7,39,20,-0.1,False,1,0,0,0
0,7,40,20,-0.1,False,1,0,0,0
0,7,41,20,-0.1,False,0,0,1,2
0,7,42,20,-0.1,False,0,1,0,1
0,7,43,20,-0.1,False,0,1,0,1
0,7,44,20,-0.1,False,1,0,0,0
0,7,45,20,-0.1,False,0,1,0,1
0,7,46,8,-1,True,0,1,0,1
0,7,47,20,-0.1,False,1,0,0,0
0,7,48,4,-1,True,0,0,1,2
0,7,49,20,-0.1,False,0,0,1,2
0,8,0,3,-1,True,0,0,1,2
0,8,1,20,-0.1,False,0,1,0,1
0,8,2,12,1,True,1,0,0,0
0,8,3,20,-0.1,False,0,1,0,1
0,8,4,20,-0.1,False,0,1,0,1
0,8,5,10,1,True,1,0,0,0
0,8,6,20,-0.1,False,0,0,1,2
0,8,7,20,-0.1,False,0,0,1,2
0,8,8,20,-0.1,False,0,1,0,1
0,8,9,20,-0.1,False,1,0,0,0
0,8,10,20,-0.1,False,0,1,0,1
0,8,11,20,-0.1,False,0,0,1,2
0,8,12,8,-1,True,0,0,1,2
0,8,13,16,-1,True,0,0,1,2
0,8,14,20,-0.1,False,1,0,0,0
0,8,15,20,-0.1,False,0,1,0,1
0,8,16,20,-0.1,False,1,0,0,0
0,8,17,20,-0.1,False,0,1,0,1
0,8,18,20,-0.1,False,0,0,1,2
0,8,19,20,-0.1,False,0,1,0,1
0,8,20,20,-0.1,False,0,1,0,1
0,8,21,20,-0.1,False,0,1,0,1
0,8,22,13,-1,True,0,1,0,1
0,8,23,20,-0.1,False,0,0,1,2
0,8,24,20,-0.1,False,0,1,0,1
0,8,25,20,-0.1,False,0,0,1,2
0,8,26,4,1,True,1,0,0,0
0,8,27,20,-0.1,False,0,1,0,1
0,8,28,20,-0.1,False,1,0,0,0
0,8,29,20,-0.1,False,0,0,1,2
0,8,30,6,-1,True,0,1,0,1
0,8,31,20,-0.1,False,0,0,1,2
0,8,32,20,-0.1,False,1,0,0,0
0,8,33,20,-0.01,False,0,1,0,1
0,8,34,20,-0.1,False,0,0,1,2
0,8,35,20,-0.1,False,1,0,0,0
0,8,36,20,-0.1,False,0,1,0,1
0,8,37,17,-1,True,0,0,1,2
0,8,38,20,-0.1,False,0,0,1,2
0,8,39,20,-0.1,False,0,1,0,1
0,8,40,20,-0.1,False,0,1,0,1
0,8,41,20,-0.1,False,0,1,0,1
0,8,42,20,-0.1,False,0,0,1,2
0,8,43,20,-0.1,False,1,0,0,0
0,8,44,5,-1,True,1,0,0,0
0,8,45,20,-0.1,False,1,0,0,0
0,8,46,20,-0.1,False,0,1,0,1
0,8,47,10,-1,True,1,0,0,0
0,8,48,3,-1,True,1,0,0,0
0,8,49,20,-0.1,False,0,1,0,1
0,9,0,20,-0.1,False,1,0,0,0
0,9,1,20,-0.1,False,0,0,1,2
0,9,2,9,-1,True,0,0,1,2
0,9,3,11,-1,True,0,0,1,2
0,9,4,3,-1,True,0,0,1,2
0,9,5,20,-0.1,False,1,0,0,0
0,9,6,20,-0.1,False,0,1,0,1
0,9,7,20,-0.1,False,1,0,0,0
0,9,8,17,-1,True,0,1,0,1
0,9,9,20,-0.1,False,0,1,0,1
0,9,10,20,-0.1,False,0,1,0,1
0,9,11,20,-0.1,False,0,0,1,2
0,9,12,20,-0.1,False,1,0,0,0
0,9,13,19,-1,True,0,0,1,2
0,9,14,20,-0.1,False,0,1,0,1
0,9,15,20,-0.1,False,0,0,1,2
0,9,16,5,1,True,0,0,1,2
0,9,17,20,-0.1,False,0,1,0,1
0,9,18,20,-0.1,False,0,0,1,2
0,9,19,20,-0.1,False,1,0,0,0
0,9,20,18,-1,True,0,0,1,2
0,9,21,20,-0.1,False,1,0,0,0
0,9,22,20,-0.1,False,1,0,0,0
0,9,23,20,-0.1,False,1,0,0,0
0,9,24,19,-1,True,0,1,0,1
0,9,25,20,-0.1,False,1,0,0,0
0,9,26,4,-1,True,1,0,0,0
0,9,27,20,-0.1,False,0,0,1,2
0,9,28,20,-0.1,False,1,0,0,0
0,9,29,20,-0.1,False,1,0,0,0
0,9,30,20,-0.1,False,0,1,0,1
0,9,31,12,1,True,1,0,0,0
0,9,32,20,-0.1,False,1,0,0,0
0,9,33,20,-0.1,False,0,0,1,2
0,9,34,20,-0.1,False,0,0,1,2
0,9,35,20,-0.1,False,1,0,0,0
0,9,36,15,-1,True,1,0,0,0
0,9,37,20,-0.1,False,0,1,0,1
0,9,38,20,-0.1,False,1,0,0,0
0,9,39,17,-1,True,1,0,0,0
0,9,40,20,-0.1,False,0,0,1,2
0,9,41,20,-0.1,False,0,1,0,1
0,9,42,20,-0.1,False,0,0,1,2
0,9,43,20,-0.1,False,0,0,1,2
0,9,44,20,-0.1,False,1,0,0,0
0,9,45,14,1,True,1,0,0,0
0,9,46,20,-0.1,False,0,0,1,2
0,9,47,20,-0.1,False,0,1,0,1
0,9,48,20,-0.1,False,0,1,0,1
0,9,49,9,-1,True,0,0,1,2
0,10,0,5,-1,True,1,0,0,0
0,10,1,15,-1,True,0,1,0,1
0,10,2,1,-1,True,1,0,0,0
0,10,3,20,-0.1,False,0,1,0,1
0,10,4,20,-0.1,False,0,0,1,2
0,10,5,20,-0.1,False,1,0,0,0
0,10,6,20,-0.1,False,0,0,1,2
0,10,7,20,-0.1,False,1,0,0,0
0,10,8,20,-0.1,False,0,0,1,2
0,10,9,20,-0.1,False,1,0,0,0
0,10,10,20,-0.1,False,0,1,0,1
0,10,11,20,-0.1,False,0,0,1,2
0,10,12,20,-0.1,False,0,1,0,1
0,10,13,20,-0.01,False,0,0,1,2
0,10,14,14,-1,True,1,0,0,0
0,10,15,20,-0.1,False,1,0,0,0
0,10,16,20,-0.1,False,0,0,1,2
0,10,17,12,1,True,1,0,0,0
0,10,18,20,-0.1,False,0,1,0,1
0,10,19,20,-0.1,False,0,1,0,1
0,10,20,20,-0.1,False,1,0,0,0
0,10,21,6,1,True,1,0,0,0
0,10,22,20,-0.1,False,0,0,1,2
0,10,23,20,-0.1,False,0,0,1,2
0,10,24,20,-0.1,False,0,1,0,1
0,10,25,20,-0.1,False,1,0,0,0
0,10,26,20,-0.1,False,0,1,0,1
0,10,27,20,-0.1,False,1,0,0,0
0,10,28,20,-0.1,False,0,0,1,2
0,10,29,20,-0.1,False,0,1,0,1
0,10,30,20,-0.1,False,1,0,0,0
0,10,31,20,-0.1,False,0,1,0,1
0,10,32,20,-0.1,False,0,1,0,1
0,10,33,13,-1,True,0,1,0,1
0,10,34,20,-0.01,False,0,1,0,1
0,10,35,20,-0.1,False,1,0,0,0
0,10,36,20,-0.1,False,0,1,0,1
0,10,37,20,-0.1,False,1,0,0,0
0,10,38,20,-0.1,False,0,0,1,2
0,10,39,20,-0.01,False,0,0,1,2
0,10,40,20,-0.1,False,0,1,0,1
0,10,41,20,-0.1,False,0,0,1,2
0,10,42,20,-0.1,False,0,1,0,1
0,10,43,20,-0.1,False,1,0,0,0
0,10,44,20,-0.1,False,1,0,0,0
0,10,45,20,-0.1,False,0,1,0,1
0,10,46,20,-0.1,False,0,0,1,2
0,10,47,20,-0.1,False,1,0,0,0
0,10,48,14,-1,True,0,1,0,1
0,10,49,5,-1,True,0,0,1,2
0,11,0,13,-1,True,0,0,1,2
0,11,1,7,-1,True,1,0,0,0
0,11,2,20,-0.1,False,1,0,0,0
0,11,3,20,-0.1,False,0,1,0,1
0,11,4,20,-0.1,False,1,0,0,0
0,11,5,20,-0.1,False,0,1,0,1
0,11,6,20,-0.1,False,0,0,1,2
0,11,7,20,-0.1,False,0,1,0,1
0,11,8,20,-0.1,False,0,0,1,2
0,11,9,20,-0.1,False,0,1,0,1
0,11,10,20,-0.1,False,1,0,0,0
0,11,11,20,-0.1,False,0,1,0,1
0,11,12,20,-0.1,False,0,0,1,2
0,11,13,20,-0.1,False,0,0,1,2
0,11,14,20,-0.1,False,0,1,0,1
0,11,15,20,-0.1,False,0,1,0,1
0,11,16,20,-0.1,False,0,1,0,1
0,11,17,20,-0.1,False,0,0,1,2
0,11,18,20,-0.1,False,0,0,1,2
0,11,19,20,-0.1,False,0,0,1,2
0,11,20,20,-0.1,False,1,0,0,0
0,11,21,20,-0.1,False,0,0,1,2
0,11,22,20,-0.1,False,0,1,0,1
0,11,23,20,-0.1,False,1,0,0,0
0,11,24,20,-0.1,False,1,0,0,0
0,11,25,20,-0.1,False,0,1,0,1
0,11,26,20,-0.1,False,0,0,1,2
0,11,27,20,-0.1,False,0,1,0,1
0,11,28,20,-0.1,False,0,1,0,1
0,11,29,9,-1,True,0,0,1,2
0,11,30,20,-0.1,False,0,0,1,2
0,11,31,5,-1,True,1,0,0,0
0,11,32,20,-0.01,False,1,0,0,0
0,11,33,20,-0.1,False,0,1,0,1
0,11,34,20,-0.1,False,1,0,0,0
0,11,35,20,-0.1,False,0,0,1,2
0,11,36,20,-0.1,False,1,0,0,0
0,11,37,20,-0.1,False,0,1,0,1
0,11,38,20,-0.1,False,0,1,0,1
0,11,39,20,-0.01,False,0,1,0,1
0,11,40,20,-0.1,False,1,0,0,0
0,11,41,20,-0.1,False,1,0,0,0
0,11,42,20,-0.1,False,0,0,1,2
0,11,43,20,-0.1,False,1,0,0,0
0,11,44,20,-0.1,False,0,1,0,1
0,11,45,10,-1,True,1,0,0,0
0,11,46,20,-0.1,False,0,1,0,1
0,11,47,20,-0.1,False,0,0,1,2
0,11,48,20,-0.1,False,0,0,1,2
0,11,49,20,-0.1,False,0,0,1,2
0,12,0,20,-0.1,False,1,0,0,0
0,12,1,20,-0.1,False,0,0,1,2
0,12,2,3,-1,True,1,0,0,0
0,12,3,20,-0.1,False,1,0,0,0
0,12,4,20,-0.1,False,0,0,1,2
0,12,5,20,-0.1,False,1,0,0,0
0,12,6,9,1,True,1,0,0,0
0,12,7,20,-0.1,False,0,0,1,2
0,12,8,20,-0.1,False,1,0,0,0
0,12,9,20,-0.1,False,1,0,0,0
0,12,10,20,-0.1,False,1,0,0,0
0,12,11,4,1,True,1,0,0,0
0,12,12,20,-0.1,False,0,1,0,1
0,12,13,20,-0.1,False,0,0,1,2
0,12,14,20,-0.1,False,0,1,0,1
